Sequence	SRR22405441	SRR22405442	SRR22405445	SRR22405453	SRR22405460	SRR22405461	SRR22405467	SRR22405532	SRR22405538	SRR22405544
k141_97092	41	126	18	17	104	41	170	0	0	8
k141_83714	6	12	1	0	4	58	1	24	0	5
k141_11298	14	0	0	4	0	47	0	0	31	23
k141_73848	2	0	25	171	0	5	0	0	8	7
k141_47363	2	0	19	7	0	3	0	0	0	0
k141_11304	1	0	0	0	1	5	0	0	22	0
k141_34935	1	0	0	4	1	3	0	0	7	23
k141_11307	0	0	13	14	0	0	0	0	6	0
k141_34938	1	1	0	7	2	7	0	0	1	9
k141_73854	1	0	0	1	0	3	2	225	1	0
k141_83727	11	12	3	4	15	2	11	0	0	4
k141_34945	2	0	0	1	1	0	1	2	19	5
k141_34948	1	5	0	4	6	11	0	1	12	13
k141_73869	25	0	8	5	0	2	0	0	0	2
k141_73871	0	0	0	16	0	2	0	26	0	13
k141_11309	0	52	0	0	69	12	164	1	0	2
k141_83740	2	0	3	6	0	0	0	1	16	24
k141_34962	4	3	2	9	2	8	0	0	6	10
k141_73872	2	0	0	0	1	1	0	0	50	3
k141_59784	0	3	4	276	52	18	0	616	0	289
k141_97095	3	65	0	4	130	24	280	9	2	2
k141_83746	0	0	1	0	0	0	0	1	4	23
k141_73873	0	0	2	0	1	2	0	0	6	33
k141_47371	1	62	19	6	38	9	87	352	3	8
k141_83748	54	0	19	23	0	2	0	0	0	3
k141_11316	1	0	0	0	5	5	0	78	3	3
k141_73874	0	0	1	0	4	0	17	0	0	0
k141_97098	54	30	18	20	6	13	27	24	0	53
k141_59791	3	6	1	3	8	4	9	0	0	2
k141_11319	0	0	0	0	1	11	0	0	0	0
k141_34966	0	1	1	1	11	0	50	0	1	1
k141_83754	0	0	0	0	1	1	0	0	17	0
k141_47376	0	0	0	1	20	0	65	0	0	0
k141_11322	0	0	0	0	0	0	0	0	0	13
k141_83755	10	0	3	3	0	0	0	0	6	2
k141_97106	0	0	0	0	0	24	0	0	0	0
k141_47380	1	0	0	2	0	12	0	0	0	2
k141_59799	10	3	0	4	0	10	0	0	6	31
k141_73879	16	0	2	21	0	3	0	0	6	20
k141_34974	0	0	10	7	0	0	0	0	5	0
k141_34977	0	0	4	0	0	0	0	0	0	16
k141_11333	0	0	0	0	0	0	0	0	26	1
k141_59807	0	0	0	0	1	0	1	44	0	0
k141_97109	37	0	105	65	12	61	0	0	42	8
k141_34981	1	0	0	1	0	0	0	0	5	30
k141_83761	0	9	0	0	23	29	0	17	0	0
k141_97110	6	7	0	0	0	26	3	8	0	1
k141_73886	0	0	0	0	19	2	49	0	0	1
k141_47387	10	11	6	6	15	5	16	1	0	3
k141_47390	2	0	0	1	1	0	0	0	16	1
k141_11340	1	0	1	0	1	1	0	0	47	0
k141_73896	3	2	7	1	0	2	0	1	7	5
k141_97112	28	0	8	39	3	11	2	2	5	44
k141_59814	3	1	0	0	0	0	0	138	0	5
k141_11345	0	0	0	0	0	15	0	0	0	0
k141_73901	0	2	1	2	0	3	1	2	4	4
k141_34998	30	1	12	23	0	5	0	0	0	2
k141_83769	1	2	47	152	0	7	0	3	9	6
k141_35002	0	2	1	0	12	16	1	8	0	1
k141_47401	10	8	8	16	20	8	23	0	1	12
k141_83770	0	0	0	0	1	1	0	0	0	41
k141_59821	0	0	0	5	6	7	0	0	7	2
k141_73907	7	0	1	19	8	5	0	1	1	14
k141_47402	2	3	5	3	6	3	6	0	0	2
k141_35005	1	0	2	7	0	5	0	1	30	15
k141_59824	1	0	3	0	0	0	0	0	5	34
k141_11351	1	0	0	0	40	0	132	0	0	0
k141_97118	0	1	0	78	7	15	0	127	0	89
k141_47408	4	0	2	21	0	1	0	0	1	7
k141_83781	2	0	16	63	0	3	0	0	6	14
k141_59827	0	0	0	1	0	1	0	85	0	0
k141_35008	1	0	0	0	20	1	66	0	1	0
k141_97120	25	0	26	10	1	19	0	0	4	5
k141_11366	1	0	1	0	0	1	0	0	3	21
k141_83785	2	0	17	70	0	4	0	0	7	0
k141_47416	6	10	4	7	6	5	12	0	0	3
k141_47417	1	0	0	0	0	0	0	0	7	8
k141_59841	0	1	1	17	0	0	0	0	1	2
k141_35013	1	0	0	0	0	7	0	0	93	0
k141_47423	15	0	8	18	0	2	0	0	0	7
k141_11367	0	42	0	0	55	15	139	2	0	1
k141_97121	14	189	6	26	26	4	3	37	1	17
k141_83799	0	0	0	0	0	2	0	0	0	17
k141_59849	0	0	7	38	0	0	0	0	1	1
k141_11368	2	0	25	13	4	8	0	1	5	0
k141_97122	0	5	1	1	0	0	4	15	11	0
k141_47425	3	6	1	0	11	49	0	1	2	1
k141_11371	0	2	1	3	6	4	0	0	6	13
k141_47427	1	1	0	10	0	1	0	0	0	12
k141_59856	1	0	1	0	2	1	0	0	9	0
k141_11372	7	1	0	10	0	2	0	2	5	14
k141_83807	0	0	8	44	0	3	0	0	1	1
k141_59866	1	6	0	3	14	0	0	0	0	2
k141_59867	0	3	1	0	2	2	0	0	0	1
k141_83819	0	0	0	0	0	0	0	37	0	0
k141_83821	0	0	0	1	0	5	0	0	14	0
k141_59881	0	0	1	0	0	18	0	0	0	0
k141_47430	0	0	0	0	0	4	1	276	0	1
k141_83824	0	0	1	0	0	2	0	114	0	0
k141_59889	0	0	0	0	0	0	0	29	0	0
k141_83826	133	0	6	3	1	4	0	0	44	9
k141_47433	69	7	19	0	343	2	0	3	0	4
k141_83828	0	0	0	0	0	3	0	0	15	1
k141_47435	0	0	0	1	54	0	124	0	0	0
k141_97123	1193	1	513	68	1	8	1	0	3	374
k141_47437	1	0	4	7	0	0	0	0	3	0
k141_59899	132	52	23	80	176	128	16	11	0	74
k141_97126	0	10	0	0	8	2	23	0	0	0
k141_59900	0	1	0	0	0	1	0	0	3	32
k141_47440	0	0	0	0	0	0	0	0	25	0
k141_83849	14	22	7	9	31	13	37	0	1	7
k141_11382	933	0	1036	1038	30	25	4	6	321	247
k141_47443	2	0	0	1	0	0	0	0	19	0
k141_59903	17	0	6	18	1	0	0	0	0	2
k141_97132	11	0	1	21	1	1	0	0	1	16
k141_47446	0	2	0	1	2	4	24	0	0	1
k141_59904	0	2	1	0	0	1	0	0	4	17
k141_59905	2	0	1	3	0	1	0	0	1	5
k141_73915	1744	4	1957	2016	70	31	9	5	594	521
k141_83858	0	0	1	0	0	0	0	0	1	28
k141_11389	7	7	1	0	4	6	9	0	0	5
k141_59908	4	0	0	0	0	1	0	0	0	15
k141_11391	0	0	0	5	0	0	0	15	0	4
k141_59912	0	0	0	0	12	1	11	0	0	1
k141_83866	0	0	32	124	0	2	0	0	8	5
k141_59913	3	1	0	0	0	0	0	0	5	10
k141_11392	0	0	0	1	9	1	27	0	0	1
k141_73916	0	0	0	1	1	8	0	1	115	1
k141_73918	0	0	0	0	2	1	0	0	48	3
k141_83875	3	1	1	2	1	2	1	0	1	15
k141_59919	0	0	7	42	1	0	0	0	2	0
k141_11399	0	0	0	0	6	0	18	0	0	0
k141_83877	10	0	0	2	0	1	0	0	0	2
k141_59921	0	0	0	1	4	0	22	1	1	0
k141_73920	4	0	0	2	3	6	0	0	19	11
k141_83879	5	4	4	1	13	5	7	0	0	3
k141_11407	0	0	0	1	0	8	0	0	36	1
k141_73923	0	8	0	0	46	29	4	26	1	0
k141_59932	3	0	0	0	0	0	0	0	16	0
k141_83884	6	0	3	0	0	2	0	1	284	2
k141_11410	7	2	2	15	2	1	1	1	2	5
k141_73930	0	0	0	0	0	0	1	1	28	0
k141_83891	2	0	0	1	3	0	0	0	8	41
k141_59948	0	0	0	0	0	13	0	0	0	1
k141_73932	0	0	4	1	0	1	0	0	4	27
k141_11421	5	5	4	17	7	10	0	0	6	9
k141_97135	238	0	250	182	20	110	1	0	93	116
k141_59950	0	0	7	7	0	0	0	0	8	0
k141_73934	0	0	0	0	0	0	0	0	25	1
k141_11423	0	0	0	0	0	1	0	0	21	0
k141_47456	1	97	1	1	192	42	452	15	0	3
k141_97139	6	1	3	14	2	7	0	1	10	5
k141_83899	4	0	0	7	2	4	0	1	3	3
k141_11425	0	0	0	0	0	1	0	26	0	0
k141_97142	7	12	0	9	10	9	6	0	0	5
k141_73944	0	0	0	0	8	1	26	0	0	0
k141_83905	0	0	0	0	0	0	0	0	20	0
k141_47458	1	0	0	0	19	0	66	0	0	0
k141_97144	0	0	0	0	4	0	17	0	0	0
k141_11435	0	0	10	5	1	9	0	0	2	0
k141_11436	2	0	0	0	0	0	0	0	11	4
k141_47459	1	6	0	0	12	7	28	0	3	2
k141_83917	0	0	0	0	0	0	0	28	1	0
k141_11444	0	0	0	1	1	8	0	0	0	0
k141_59953	0	1	760	553	1	4	0	42	1265	347
k141_73958	14	10	0	9	21	2	20	0	0	8
k141_83919	0	0	0	1	11	0	34	0	0	0
k141_59955	2	0	0	0	0	0	0	0	10	2
k141_83920	0	0	1	0	0	1	0	0	1	11
k141_11456	0	0	0	1	2	0	15	1	0	0
k141_47469	18	23	7	10	20	7	14	0	0	4
k141_47472	0	0	2	0	0	0	0	0	5	20
k141_11459	0	4	0	2	52	25	0	15	0	2
k141_47473	1	2	4	0	1	2	1	0	0	1
k141_47476	0	0	0	0	3	0	16	0	0	0
k141_83939	0	0	1	0	0	14	0	0	26	4
k141_11461	85	0	76	67	4	3	0	0	15	19
k141_11462	0	0	0	0	7	0	15	0	0	1
k141_73970	0	32	0	1	132	94	3	84	1	0
k141_11464	1	11	0	0	1	36	7	9	0	1
k141_73972	0	0	0	20	1	4	2	0	0	0
k141_47488	0	1	22	65	0	2	0	1	1	3
k141_11467	0	0	0	0	0	0	0	65	0	0
k141_35023	14	582	11	5	842	153	1996	67	10	12
k141_11472	0	0	0	0	0	19	0	0	0	0
k141_73984	0	0	2	1	0	5	0	0	17	15
k141_11473	0	0	0	0	0	0	0	0	6	22
k141_35031	0	0	0	0	1	5	0	0	18	3
k141_35034	13	1	5	22	3	13	0	0	7	13
k141_47493	0	43	2	0	56	10	154	1	0	0
k141_73990	55	0	82	43	8	37	0	0	12	32
k141_83940	531	1	575	555	17	5	0	1	178	154
k141_47496	2	6	0	2	4	0	2	14	7	0
k141_11479	1	0	1	0	0	1	0	168	1	2
k141_47499	2	0	1	6	0	16	0	1	8	3
k141_35043	0	0	0	0	0	0	0	47	0	0
k141_11483	2	0	0	2	3	2	0	0	4	42
k141_83950	0	0	0	0	0	1	0	0	39	0
k141_74005	9	6	0	0	2	58	3	26	0	0
k141_83953	0	0	0	3	1	4	1	0	6	0
k141_35054	0	0	0	0	3	0	20	0	1	0
k141_74008	0	0	0	0	0	3	0	0	25	2
k141_83958	0	0	0	0	2	0	17	0	0	1
k141_11487	10	14	4	10	22	9	16	0	4	7
k141_97160	11	11	4	361	60	25	6	747	4	393
k141_83959	0	2	0	0	4	0	2	3	3	0
k141_11488	0	0	0	1	0	0	0	0	0	27
k141_47511	22	32	7	5	9	2	14	100	58	3
k141_97162	7	0	0	0	0	1	0	0	0	0
k141_83961	0	0	0	0	0	0	0	0	15	0
k141_74017	0	0	0	0	0	0	1	1	20	0
k141_83963	0	0	1	0	8	0	20	0	0	0
k141_74022	1	0	1	0	1	0	0	0	0	20
k141_11496	0	1	24	95	2	0	0	0	1	1
k141_35059	0	1	0	0	0	2	0	198	0	1
k141_11500	3	0	1	0	0	4	0	0	9	24
k141_47512	6	73	3	6	151	35	345	9	1	3
k141_11505	0	0	0	0	0	1	0	0	5	37
k141_11506	1	0	0	0	11	0	25	0	0	0
k141_35073	3	1	3	3	0	7	0	3	11	45
k141_74035	12	0	34	202	3	15	0	0	20	18
k141_97177	7	2	44	178	1	10	0	0	12	21
k141_97178	40	38	38	17	4	0	41	28	0	68
k141_83976	130	0	45	54	1	18	0	1	0	29
k141_35080	3	0	0	0	0	0	0	0	5	5
k141_74041	1	6	3	1	8	1	7	0	0	2
k141_97179	164	86	101	76	44	40	89	49	1	176
k141_83982	3	2	2	1	0	35	3	7	0	1
k141_83983	0	0	0	0	3	0	16	0	0	1
k141_74047	0	0	0	0	0	0	0	35	0	0
k141_35092	6	4	1	6	5	4	4	0	1	1
k141_97187	2	0	0	0	7	0	32	0	0	0
k141_35094	12	0	2	16	0	7	1	0	4	9
k141_74049	0	0	0	0	14	1	48	0	0	2
k141_11508	312	1	393	339	14	8	1	1	122	107
k141_74051	0	0	1	3	0	0	0	0	4	20
k141_11511	0	1	0	1	0	3	0	1	15	0
k141_35101	13	1	5	13	4	6	0	0	5	13
k141_97195	4	0	12	48	2	9	5	0	16	12
k141_74060	7	0	4	1	0	0	0	0	0	1
k141_97196	2	2	0	0	3	4	0	0	21	3
k141_11514	0	0	0	0	0	15	0	0	2	3
k141_35105	0	0	0	1	0	35	0	0	0	0
k141_11515	0	7	0	1	8	13	0	11	0	0
k141_74062	13	0	1	2	6	18	0	0	29	43
k141_35109	8	0	0	5	1	6	0	0	1	8
k141_11516	0	0	16	47	0	0	0	0	1	0
k141_97206	0	5	1	0	21	8	0	8	1	0
k141_74079	0	10	2	0	6	1	15	37	0	0
k141_97210	0	0	6	63	1	1	0	0	2	0
k141_35123	0	3	0	0	1	1	0	141	2	1
k141_97212	1	0	2	0	1	2	0	2	9	50
k141_11519	1	2	1	2	1	2	2	304	1	1
k141_97213	0	0	2	9	1	0	0	0	2	0
k141_35127	0	5	0	0	13	2	45	0	0	0
k141_35132	10	0	1	0	0	1	0	0	13	13
k141_97219	6	3	2	2	0	16	0	0	28	55
k141_74082	34	51	15	21	87	30	62	1	1	20
k141_97222	0	0	0	0	5	0	27	0	0	0
k141_74084	0	0	0	0	0	25	0	0	0	0
k141_11527	0	21	0	1	61	34	1	45	1	0
k141_83987	3	148	1	2	242	53	505	16	2	3
k141_35142	0	0	0	0	0	0	0	0	41	2
k141_83988	0	3	0	0	7	0	12	1	0	0
k141_97224	2	1	32	174	1	3	0	1	3	10
k141_83989	14	25	11	12	41	6	30	1	0	13
k141_83993	0	0	0	1	4	0	15	0	0	0
k141_11528	1	2	1	0	66	1	186	0	5	0
k141_35143	0	0	1	1	0	1	0	234	0	2
k141_74107	0	15	1	0	50	37	2	32	0	0
k141_35144	5	5	2	1	4	1	4	0	0	2
k141_97225	0	28	0	0	50	9	78	3	0	0
k141_74109	0	1	0	0	0	1	0	0	13	0
k141_97228	1	0	0	0	0	15	0	0	0	1
k141_97230	5	0	0	0	0	0	0	0	11	6
k141_11536	0	0	0	0	0	2	0	0	62	0
k141_11537	5	1	2	2	0	12	0	0	33	29
k141_97234	0	5	0	0	11	2	19	0	0	0
k141_74114	0	25	7	2	10	0	19	96	0	1
k141_11540	7	1	4	3	0	25	0	0	19	57
k141_83995	1	0	1	54	5	5	0	173	1	62
k141_97238	1	0	0	0	2	1	0	0	5	31
k141_11541	0	0	0	0	0	0	0	20	0	0
k141_83996	0	0	0	1	0	3	0	0	39	0
k141_97243	0	0	0	1	0	0	0	0	23	0
k141_11554	2	0	0	0	0	0	0	0	7	2
k141_35162	12	23	11	15	26	12	26	0	1	14
k141_74117	14	25	8	14	23	16	28	1	1	8
k141_47519	0	352	136	12	219	41	456	2043	6	6
k141_97249	0	2	1	2	1	1	0	0	3	16
k141_35166	0	0	2	0	0	0	0	0	1	21
k141_11559	0	0	0	0	5	0	15	0	0	0
k141_74119	0	0	0	0	0	29	0	0	0	0
k141_11560	0	0	0	0	0	0	0	0	14	0
k141_47520	12	15	2	1	8	75	7	37	0	6
k141_74122	5	0	20	16	4	11	0	0	5	2
k141_35173	0	0	0	0	5	0	24	0	0	1
k141_47524	0	6	0	0	17	21	0	27	0	0
k141_83997	0	63	1	0	98	15	212	3	1	1
k141_97256	15	0	13	33	1	7	2	0	6	34
k141_97259	29	11	18	14	4	3	16	16	0	29
k141_74130	0	0	11	55	0	2	0	0	0	1
k141_97260	0	0	0	0	0	0	0	0	0	27
k141_74131	0	1	0	0	0	0	0	0	3	14
k141_35181	1	0	0	32	5	3	0	72	2	23
k141_35183	0	0	0	0	1	0	0	1	23	0
k141_74134	4	8	1	6	19	6	13	0	1	8
k141_59960	545	1397	304	242	532	79	906	3740	2097	99
k141_97262	0	0	32	135	0	2	0	0	4	4
k141_47527	14	85	5	16	68	63	61	59	0	13
k141_11588	5	0	5	2	2	0	0	0	292	0
k141_11589	0	8	1	0	10	0	1	0	1	1
k141_11590	1	0	0	2	0	0	1	1	18	0
k141_84019	36	0	42	43	11	22	0	0	13	18
k141_47536	0	0	0	0	0	14	0	0	4	1
k141_11593	1	0	6	6	0	2	0	0	10	0
k141_11594	0	0	0	0	0	0	0	0	14	0
k141_47541	0	0	0	0	0	1	0	0	0	13
k141_11595	1	0	0	0	0	1	0	0	39	1
k141_35211	0	0	0	0	9	0	27	0	0	0
k141_59962	0	47	25	1	42	10	43	281	0	4
k141_74157	6	9	6	2	10	5	9	0	0	5
k141_11598	6	7	5	1	14	5	17	0	0	4
k141_74160	0	0	0	0	0	25	1	0	0	3
k141_11599	0	0	0	0	0	13	0	0	1	1
k141_59963	0	0	20	75	0	1	0	0	5	1
k141_35214	0	0	0	0	0	1	0	57	0	0
k141_47554	0	0	0	0	7	0	14	0	0	0
k141_84035	6	0	32	115	1	4	0	0	15	4
k141_47557	0	0	1	0	14	1	27	2	0	1
k141_59964	1	0	3	2	0	1	0	0	9	49
k141_11604	2	0	2	1	0	2	0	0	46	3
k141_35224	0	0	6	1	0	0	0	0	0	36
k141_84038	2	0	16	8	0	0	0	0	21	1
k141_11605	1	0	0	1	0	0	0	0	0	18
k141_47559	0	0	1	1	0	1	0	0	11	42
k141_84039	0	1	0	0	5	1	16	0	0	0
k141_11608	0	1	1	0	2	2	0	1	3	18
k141_35225	6	0	3	18	6	2	0	0	3	17
k141_47562	0	0	0	0	14	2	58	0	1	0
k141_35229	0	0	8	25	0	1	0	0	2	1
k141_59975	0	0	0	0	7	0	28	1	0	0
k141_74183	1	5	0	2	6	2	0	0	0	1
k141_59978	0	0	0	0	0	15	0	0	1	2
k141_74185	6	0	1	3	0	2	0	0	13	2
k141_84044	3	0	18	85	0	1	0	0	2	4
k141_35232	0	0	0	0	5	0	17	0	0	0
k141_84046	0	0	0	0	0	0	0	0	12	0
k141_59980	0	0	2	0	0	0	1	0	4	26
k141_11624	0	0	0	0	0	1	0	27	0	0
k141_84049	0	0	0	0	1	14	0	1	0	1
k141_11626	0	0	0	0	0	21	0	0	0	0
k141_74188	1	0	20	108	1	4	1	0	1	3
k141_84051	1	0	2	2	2	10	0	0	3	22
k141_59989	0	0	6	10	0	0	0	0	3	0
k141_35246	0	7	1	2	1	4	19	4	1	0
k141_74191	0	0	0	0	0	0	0	0	20	1
k141_47563	3	0	0	1	3	3	0	0	265	4
k141_35252	0	1	0	1	1	0	0	0	2	25
k141_22633	1297	3302	727	700	1376	194	2003	8894	4868	211
k141_47567	0	0	0	0	0	19	0	0	0	0
k141_59994	9	23	10	4	26	6	19	0	0	9
k141_11630	0	0	0	0	1	0	1	3	85	0
k141_47569	0	0	0	0	1	1	0	0	18	1
k141_35256	0	0	8	10	0	0	0	0	2	0
k141_11631	3	4	2	1	5	3	4	0	1	3
k141_35258	0	0	0	0	0	0	0	45	0	0
k141_11634	0	0	0	0	6	0	11	0	0	0
k141_47570	0	14	4	0	7	0	15	47	1	0
k141_22634	1	0	0	0	0	2	0	138	3	0
k141_35261	11	1	6	16	0	8	0	0	9	4
k141_60006	20	0	0	0	2	0	0	0	0	8
k141_47571	2	0	18	79	0	1	0	0	3	0
k141_60008	0	0	0	0	1	0	0	0	4	26
k141_22641	0	0	0	1	0	0	0	0	3	16
k141_35270	2	0	1	2	1	3	0	0	17	1
k141_60009	0	0	0	0	0	0	0	0	8	41
k141_97264	1463	4	1560	1569	36	29	1	1	468	400
k141_84054	11	1	98	448	0	19	0	0	23	17
k141_47583	0	1	1	2	0	0	0	0	4	49
k141_84059	18	1	31	14	6	96	1	5	25	9
k141_22646	1	24	1	0	83	60	1	48	2	2
k141_60030	0	0	0	1	0	0	0	0	3	21
k141_84061	0	0	2	12	0	0	0	0	1	1
k141_47592	1	1	0	6	1	5	0	0	25	2
k141_97270	90	1	23	33	4	10	2	0	5	12
k141_60032	0	0	0	0	1	14	0	0	1	1
k141_84063	5	0	0	1	3	3	0	0	17	5
k141_47596	0	0	0	0	3	0	10	0	0	0
k141_22657	6	8	1	3	6	3	2	0	0	2
k141_60039	2	2	2	6	4	8	0	0	2	3
k141_97274	0	0	22	75	0	3	0	1	0	1
k141_84073	24	0	8	16	0	6	0	0	0	4
k141_97277	0	0	1	1	0	2	0	0	2	37
k141_22660	0	0	0	0	0	1	0	1	151	1
k141_60050	0	0	0	0	15	0	43	0	1	1
k141_84079	7	4	4	5	14	5	5	1	0	4
k141_11637	1	191	5	7	258	54	673	12	2	1
k141_60063	101	208	2	6	112	1021	78	396	1	68
k141_97282	0	0	0	1	0	2	0	114	0	0
k141_22669	1	2	26	89	1	5	0	0	5	7
k141_22671	12	0	2	0	0	0	0	0	7	1
k141_84094	53	0	9	19	1	7	0	1	0	6
k141_97285	0	2	0	0	25	0	51	0	0	0
k141_60072	7	0	49	19	0	9	0	0	15	2
k141_22675	0	0	0	1	1	5	0	0	8	3
k141_74196	569	5	610	371	52	333	6	3	177	266
k141_22676	2	35	1	5	21	20	18	18	1	4
k141_60083	1	3	1	6	10	3	7	0	0	1
k141_84113	4	0	1	3	3	3	0	0	2	1
k141_97287	0	0	2	2	1	4	0	0	32	92
k141_22682	4	0	1	3	2	1	0	1	6	0
k141_74208	0	0	0	0	0	0	0	0	1	20
k141_60089	0	15	1	0	20	2	47	1	0	0
k141_84121	2	0	3	0	1	2	0	0	2	21
k141_22691	4	0	2	10	1	1	0	1	2	3
k141_35285	105	189	99	157	428	63	269	330	219	131
k141_97297	3	0	0	0	0	0	0	0	9	6
k141_22692	0	0	12	2	0	0	0	0	0	1
k141_60093	2	1	3	2	0	12	0	1	55	4
k141_74214	2	0	0	2	2	3	0	0	53	0
k141_11643	0	38	0	1	170	136	3	130	2	2
k141_35289	0	0	0	0	1	1	0	1	20	0
k141_97313	1	0	0	0	0	0	0	0	12	1
k141_22696	1	0	0	0	5	0	55	0	0	0
k141_84124	0	40	10	0	15	3	31	120	1	0
k141_97316	0	0	0	0	0	0	0	0	21	1
k141_60104	0	0	0	0	0	0	0	3	1	28
k141_22697	2	1	1	2	18	3	2	0	0	3
k141_74220	0	0	0	1	1	26	0	0	43	2
k141_74221	1	0	0	21	2	0	0	39	0	18
k141_35310	0	0	0	1	0	0	0	0	1	39
k141_97320	12	10	9	4	17	8	11	0	2	2
k141_11655	0	3	0	1	65	48	2	24	2	0
k141_60108	0	0	0	0	1	1	0	0	14	93
k141_22700	1	0	4	0	0	2	0	0	13	125
k141_35317	0	5	0	0	17	5	0	11	0	0
k141_97325	0	0	0	0	0	0	0	0	14	0
k141_11657	15	31	0	0	21	119	11	49	1	6
k141_74230	0	0	0	1	0	2	0	0	28	0
k141_22701	4	0	1	9	2	21	0	2	6	21
k141_35318	3	6	2	2	9	3	4	1	0	0
k141_97326	0	0	18	0	0	2	0	0	0	0
k141_60113	1	0	1	5	0	3	0	1	2	11
k141_35320	2	1	3	6	0	1	0	0	5	6
k141_97328	0	0	0	1	0	1	0	0	0	24
k141_11662	0	0	2	31	1	0	0	0	0	1
k141_22710	0	0	0	0	0	0	0	0	16	1
k141_74242	14	39	1	1	14	93	6	36	0	6
k141_97334	0	0	0	0	0	1	0	42	0	0
k141_11671	0	8	0	0	0	17	0	0	0	0
k141_22715	0	0	0	0	0	0	0	0	13	0
k141_60121	13	0	11	50	0	0	0	0	13	25
k141_74243	0	3	0	1	19	18	1	25	0	0
k141_22716	0	0	0	0	5	0	23	0	0	0
k141_35332	0	0	0	0	0	0	0	0	1	11
k141_84129	418	372	265	208	53	60	301	320	2	753
k141_60126	8	8	4	2	11	6	10	0	0	5
k141_97346	7	1	5	19	1	5	0	1	4	20
k141_35334	12	17	1	8	18	4	17	0	1	7
k141_11677	8	18	10	9	22	4	19	0	0	7
k141_22721	0	0	0	106	0	0	18	0	0	0
k141_60129	3	12	3	5	14	7	5	0	0	6
k141_74255	10	1	2	12	2	5	0	1	26	12
k141_97347	10	0	0	1	0	11	0	0	0	79
k141_35335	4	9	3	2	9	2	11	0	0	7
k141_11682	14	0	0	0	0	0	0	0	0	6
k141_84140	4	0	2	0	5	13	0	0	0	0
k141_60134	24	0	12	4	0	0	0	1	0	2
k141_74257	0	9	1	0	22	4	41	3	0	0
k141_11684	0	0	0	0	0	4	0	0	10	0
k141_97349	1	0	0	0	0	0	0	56	0	2
k141_22727	19	0	1	1	1	0	0	0	1	7
k141_35342	0	6	0	2	21	10	1	7	0	0
k141_11690	12	20	18	11	45	28	16	2	1	10
k141_74266	0	0	0	0	1	19	0	0	1	4
k141_60137	0	0	0	4	0	39	2	1	84	15
k141_35344	0	0	0	1	0	2	0	54	0	1
k141_35345	0	0	0	0	0	0	0	46	0	0
k141_84151	0	0	19	64	0	16	0	0	4	4
k141_11696	0	0	0	0	0	6	0	1	53	2
k141_74275	10	0	0	0	0	0	0	0	0	7
k141_22734	2	29	0	0	50	11	101	1	1	0
k141_35347	4	0	3	0	0	1	0	0	7	37
k141_35350	0	0	0	0	8	0	1	0	1	0
k141_60142	0	0	0	0	25	1	67	0	0	0
k141_74280	0	0	6	8	0	1	0	0	8	0
k141_11705	0	0	0	0	0	0	0	0	2	30
k141_84163	4	0	3	1	0	4	0	2	26	3
k141_22744	0	0	0	1	1	1	0	0	13	2
k141_97353	453	282	236	198	38	62	187	223	0	495
k141_11706	0	0	0	0	0	16	0	0	0	0
k141_60146	2	0	0	0	6	0	10	0	1	0
k141_60147	0	0	0	1	0	20	0	0	1	1
k141_22748	0	0	0	0	7	0	23	0	0	0
k141_11708	0	0	0	0	0	9	0	0	54	0
k141_97362	1	2	0	0	1	0	0	1	4	20
k141_60153	0	0	0	0	0	0	0	69	0	0
k141_74294	1	1	8	35	1	1	0	0	3	1
k141_35362	7	0	53	34	4	30	0	0	13	0
k141_60154	0	0	0	2	0	0	0	0	1	21
k141_74296	9	0	0	0	0	2	0	0	0	4
k141_84171	0	0	30	148	0	7	0	0	4	7
k141_84172	2	0	1	0	0	0	0	0	5	36
k141_35371	1	0	0	0	0	3	0	0	9	33
k141_97367	0	22	1	0	89	65	1	42	0	4
k141_11716	18	42	11	28	39	19	30	3	6	11
k141_60170	0	19	0	2	2	0	6	10	0	0
k141_11718	19	1	7	21	20	28	0	0	19	14
k141_84183	2	0	3	1	0	1	0	1	5	32
k141_97373	0	0	0	0	0	0	0	91	0	0
k141_84186	1	0	1	4	0	5	0	0	2	1
k141_11723	2	0	0	0	0	0	0	0	7	6
k141_74332	3	0	0	0	0	2	0	0	10	3
k141_35390	0	0	0	3	0	15	0	0	2	7
k141_84187	0	0	7	10	0	0	0	0	14	0
k141_11725	0	0	0	0	0	0	0	0	16	0
k141_60179	0	0	1	0	1	0	0	0	2	29
k141_74337	1	0	1	0	0	1	0	0	11	2
k141_60183	0	0	0	1	0	0	0	0	15	0
k141_35395	1	0	0	0	0	2	0	3	18	0
k141_11732	4	0	10	21	0	3	0	1	12	4
k141_60187	0	0	0	28	0	1	6	0	0	0
k141_35398	1	4	2	2	9	4	8	0	0	2
k141_11733	4	0	2	7	1	2	0	1	0	9
k141_11735	0	0	0	0	1	17	0	0	0	2
k141_60188	77	72	67	32	11	19	59	47	0	126
k141_84204	0	0	0	1	1	17	0	0	59	1
k141_84205	6	0	4	4	1	0	0	0	0	3
k141_35404	0	27	0	0	41	4	92	1	0	1
k141_11745	75	1	0	2	1	3	0	67	3	1
k141_35405	0	0	4	8	0	2	0	0	10	1
k141_97387	163	0	46	74	0	22	0	0	0	16
k141_35410	7	0	0	9	2	9	0	1	7	8
